ticket_id,customer_id,customer_name,customer_email,product_purchased,ticket_type,ticket_subject,ticket_status,resolution,ticket_priority,ticket_channel,first_response_minutes,resolution_hours,customer_satisfaction_rating
TKT01858,CUST00763,Customer 576,customer1305@example.com,Cloud Subscription,Technical Issue,General enquiry,In Progress,Configuration fixed,Low,Chat,330,6.44,3
TKT01859,CUST00085,Customer 33,customer1284@example.com,CRM License,Product Question,Login problem,Resolved,Escalated,Low,Email,446,19.86,3
TKT01860,CUST00669,Customer 1614,customer661@example.com,Laptop,Feature Request,Installation help,Closed,Refund processed,Medium,Chat,304,8.04,1
TKT01861,CUST00196,Customer 1060,customer582@example.com,Laptop,Billing,Login problem,Open,Information provided,Medium,Chat,367,38.19,3
TKT01862,CUST00499,Customer 1732,customer1538@example.com,CRM License,Billing,Payment issue,Closed,Information provided,Medium,Phone,442,119.49,1
TKT01863,CUST00769,Customer 1163,customer1530@example.com,CRM License,Account Access,Login problem,Resolved,Password reset,Critical,Chat,476,111.7,5
TKT01864,CUST00362,Customer 767,customer1390@example.com,AI Platform,Technical Issue,General enquiry,In Progress,Information provided,Critical,Web Form,357,68.85,5
TKT01865,CUST00161,Customer 123,customer1378@example.com,AI Platform,Account Access,Performance issue,In Progress,Refund processed,Medium,Phone,445,99.81,2
TKT01866,CUST00279,Customer 1497,customer486@example.com,Support Package,Technical Issue,Installation help,Resolved,Configuration fixed,High,Web Form,91,48.29,2
TKT01867,CUST01308,Customer 1213,customer1329@example.com,Cloud Subscription,Feature Request,Payment issue,In Progress,Configuration fixed,Medium,Web Form,32,106.98,2
TKT01868,CUST00243,Customer 1739,customer648@example.com,Support Package,Account Access,Installation help,Open,Information provided,Medium,Email,63,25.61,5
TKT01869,CUST00069,Customer 490,customer1064@example.com,CRM License,Billing,General enquiry,Open,Escalated,Medium,Chat,447,48.68,5
TKT01870,CUST01424,Customer 762,customer1099@example.com,Support Package,Billing,Installation help,Open,Refund processed,Low,Web Form,183,14.91,1
TKT01871,CUST00929,Customer 484,customer1591@example.com,Support Package,Billing,Payment issue,Resolved,Information provided,Low,Email,474,112.42,1
TKT01872,CUST01861,Customer 322,customer1816@example.com,AI Platform,Product Question,General enquiry,Open,Configuration fixed,High,Chat,522,40.91,1
TKT01873,CUST00768,Customer 1783,customer840@example.com,CRM License,Billing,General enquiry,In Progress,Information provided,High,Email,421,29.9,3
TKT01874,CUST00761,Customer 737,customer223@example.com,Support Package,Billing,Login problem,Open,Information provided,High,Web Form,242,27.01,2
TKT01875,CUST00100,Customer 11,customer38@example.com,Cloud Subscription,Technical Issue,Performance issue,Closed,Configuration fixed,Critical,Email,65,57.14,2
TKT01876,CUST00213,Customer 125,customer718@example.com,Analytics Suite,Account Access,Login problem,Open,Password reset,Low,Email,523,60.74,2
TKT01877,CUST01680,Customer 680,customer861@example.com,AI Platform,Billing,General enquiry,Closed,Password reset,Low,Chat,203,80.9,3
TKT01878,CUST00443,Customer 72,customer1199@example.com,Support Package,Technical Issue,Payment issue,Open,Information provided,High,Email,344,97.19,5
TKT01879,CUST00146,Customer 1776,customer710@example.com,AI Platform,Billing,Payment issue,In Progress,Information provided,High,Chat,435,84.47,5
TKT01880,CUST01494,Customer 1650,customer650@example.com,AI Platform,Product Question,Performance issue,Resolved,Configuration fixed,Critical,Phone,557,59.36,2
TKT01881,CUST01997,Customer 1813,customer1469@example.com,Cloud Subscription,Technical Issue,Login problem,Open,Password reset,Low,Web Form,312,64.51,5
TKT01882,CUST00698,Customer 1706,customer580@example.com,Analytics Suite,Product Question,Login problem,Resolved,Configuration fixed,Low,Phone,530,117.06,4
TKT01883,CUST00770,Customer 99,customer92@example.com,AI Platform,Account Access,Payment issue,Resolved,Password reset,Medium,Web Form,435,53.93,5
TKT01884,CUST01326,Customer 1295,customer864@example.com,Laptop,Feature Request,General enquiry,In Progress,Escalated,Critical,Chat,226,38.92,5
TKT01885,CUST00218,Customer 1708,customer1237@example.com,Support Package,Billing,Performance issue,In Progress,Information provided,Low,Phone,210,77.65,1
TKT01886,CUST00412,Customer 1714,customer386@example.com,Analytics Suite,Account Access,Login problem,In Progress,Configuration fixed,Critical,Chat,331,80.9,4
TKT01887,CUST01746,Customer 920,customer22@example.com,AI Platform,Billing,Payment issue,Resolved,Refund processed,Low,Chat,429,112.52,4
TKT01888,CUST01514,Customer 1871,customer1207@example.com,Support Package,Technical Issue,Performance issue,Open,Configuration fixed,Critical,Chat,426,42.59,5
TKT01889,CUST00291,Customer 336,customer380@example.com,Cloud Subscription,Billing,Login problem,Open,Information provided,High,Chat,443,61.41,4
TKT01890,CUST01311,Customer 1373,customer1757@example.com,Cloud Subscription,Technical Issue,Installation help,Open,Refund processed,Low,Web Form,29,75.11,1
TKT01891,CUST01914,Customer 534,customer671@example.com,CRM License,Product Question,Payment issue,In Progress,Refund processed,Critical,Chat,254,85.2,2
TKT01892,CUST00445,Customer 1824,customer1822@example.com,CRM License,Billing,General enquiry,Resolved,Configuration fixed,Low,Chat,97,5.29,4
TKT01893,CUST00432,Customer 1793,customer175@example.com,Cloud Subscription,Technical Issue,Login problem,In Progress,Configuration fixed,Medium,Chat,22,108.09,2
TKT01894,CUST01864,Customer 1840,customer943@example.com,Support Package,Product Question,Login problem,Resolved,Escalated,High,Chat,438,21.72,3
TKT01895,CUST01922,Customer 126,customer826@example.com,Cloud Subscription,Technical Issue,Installation help,In Progress,Refund processed,Medium,Email,592,27.41,4
TKT01896,CUST01046,Customer 549,customer587@example.com,Analytics Suite,Account Access,Installation help,Open,Configuration fixed,Medium,Web Form,548,83.48,5
TKT01897,CUST00959,Customer 782,customer723@example.com,CRM License,Feature Request,Payment issue,Closed,Password reset,Medium,Email,524,24.26,1
TKT01898,CUST00440,Customer 1900,customer765@example.com,Cloud Subscription,Billing,Installation help,Resolved,Refund processed,Low,Web Form,183,16.46,4
TKT01899,CUST00112,Customer 1329,customer118@example.com,Cloud Subscription,Feature Request,General enquiry,Closed,Configuration fixed,High,Phone,96,113.95,5
TKT01900,CUST01134,Customer 1968,customer457@example.com,Analytics Suite,Account Access,Payment issue,Open,Configuration fixed,Medium,Email,237,77.35,4
TKT01901,CUST00302,Customer 1734,customer552@example.com,Cloud Subscription,Feature Request,Payment issue,Resolved,Escalated,Critical,Email,266,113.71,1
TKT01902,CUST00831,Customer 560,customer1198@example.com,Support Package,Technical Issue,Installation help,Open,Escalated,High,Web Form,524,8.04,2
TKT01903,CUST01876,Customer 379,customer584@example.com,AI Platform,Product Question,Payment issue,Resolved,Configuration fixed,High,Phone,193,4.74,3
TKT01904,CUST01835,Customer 1255,customer270@example.com,Support Package,Technical Issue,Installation help,Resolved,Refund processed,Low,Phone,161,33.89,4
TKT01905,CUST00924,Customer 1567,customer1377@example.com,Analytics Suite,Feature Request,Payment issue,In Progress,Refund processed,Medium,Chat,588,5.09,4
TKT01906,CUST00620,Customer 441,customer637@example.com,Analytics Suite,Feature Request,General enquiry,Resolved,Configuration fixed,Low,Email,555,52.91,5
TKT01907,CUST01953,Customer 1343,customer41@example.com,Laptop,Technical Issue,Payment issue,In Progress,Information provided,Critical,Web Form,429,115.4,5
TKT01908,CUST01773,Customer 788,customer342@example.com,Laptop,Feature Request,Performance issue,Resolved,Refund processed,Critical,Chat,86,43.15,1
TKT01909,CUST01208,Customer 1563,customer1105@example.com,Support Package,Billing,General enquiry,In Progress,Information provided,Medium,Web Form,338,88.0,4
TKT01910,CUST01485,Customer 1249,customer411@example.com,CRM License,Technical Issue,Payment issue,Closed,Configuration fixed,Medium,Chat,152,77.75,1
TKT01911,CUST00880,Customer 1393,customer1853@example.com,Support Package,Billing,Performance issue,Resolved,Configuration fixed,High,Chat,94,4.35,1
TKT01912,CUST01360,Customer 75,customer1343@example.com,AI Platform,Account Access,Login problem,Open,Password reset,Low,Email,23,28.23,2
TKT01913,CUST01109,Customer 1686,customer597@example.com,AI Platform,Billing,General enquiry,Closed,Refund processed,Low,Chat,193,75.79,4
TKT01914,CUST00368,Customer 1293,customer1986@example.com,AI Platform,Technical Issue,Login problem,Closed,Refund processed,Critical,Phone,57,11.5,5
TKT01915,CUST00139,Customer 402,customer1432@example.com,CRM License,Technical Issue,Payment issue,Open,Escalated,Medium,Phone,56,55.15,4
TKT01916,CUST00173,Customer 973,customer1351@example.com,Laptop,Account Access,General enquiry,Closed,Information provided,Critical,Chat,154,81.47,3
TKT01917,CUST01599,Customer 559,customer149@example.com,Cloud Subscription,Feature Request,General enquiry,Open,Information provided,High,Web Form,286,41.11,1
TKT01918,CUST01729,Customer 248,customer489@example.com,Laptop,Technical Issue,Login problem,Open,Information provided,Medium,Web Form,393,37.8,2
TKT01919,CUST01027,Customer 952,customer1212@example.com,CRM License,Feature Request,Performance issue,Closed,Password reset,High,Phone,521,86.93,4
TKT01920,CUST01142,Customer 1370,customer816@example.com,Analytics Suite,Technical Issue,General enquiry,Closed,Escalated,Medium,Email,122,50.55,5
TKT01921,CUST01838,Customer 1571,customer1703@example.com,Support Package,Feature Request,Payment issue,Closed,Refund processed,Medium,Phone,470,64.07,1
TKT01922,CUST01931,Customer 1885,customer1256@example.com,AI Platform,Account Access,Installation help,Open,Escalated,High,Phone,563,24.37,1
TKT01923,CUST01431,Customer 1258,customer159@example.com,Support Package,Feature Request,Login problem,Resolved,Refund processed,Critical,Web Form,461,94.86,3
TKT01924,CUST01033,Customer 5,customer1735@example.com,Analytics Suite,Technical Issue,Installation help,Closed,Escalated,High,Phone,210,72.17,5
TKT01925,CUST00900,Customer 797,customer1869@example.com,AI Platform,Billing,Performance issue,In Progress,Configuration fixed,High,Phone,189,116.76,2
TKT01926,CUST01183,Customer 876,customer1429@example.com,Cloud Subscription,Product Question,General enquiry,Closed,Escalated,Critical,Phone,312,90.84,4
TKT01927,CUST01498,Customer 1964,customer1537@example.com,Support Package,Technical Issue,Performance issue,Closed,Escalated,Medium,Web Form,497,72.13,5
TKT01928,CUST01995,Customer 253,customer291@example.com,CRM License,Account Access,Login problem,Open,Refund processed,Low,Web Form,399,73.92,3
TKT01929,CUST01327,Customer 1768,customer1476@example.com,AI Platform,Feature Request,Installation help,In Progress,Configuration fixed,Medium,Chat,271,40.29,4
TKT01930,CUST01432,Customer 415,customer1208@example.com,CRM License,Technical Issue,Installation help,Open,Configuration fixed,High,Phone,83,53.73,2
TKT01931,CUST00052,Customer 1338,customer252@example.com,CRM License,Feature Request,Payment issue,In Progress,Configuration fixed,High,Email,401,80.96,4
TKT01932,CUST00721,Customer 984,customer395@example.com,Analytics Suite,Feature Request,General enquiry,Resolved,Refund processed,Medium,Chat,413,62.05,3
TKT01933,CUST00560,Customer 1945,customer1099@example.com,Laptop,Technical Issue,Installation help,Open,Password reset,Critical,Web Form,302,114.54,5
TKT01934,CUST01656,Customer 583,customer749@example.com,CRM License,Product Question,Login problem,Open,Escalated,Critical,Chat,74,66.63,2
TKT01935,CUST00512,Customer 952,customer1155@example.com,Cloud Subscription,Billing,Performance issue,Resolved,Password reset,Low,Email,266,2.02,3
TKT01936,CUST00591,Customer 1299,customer1930@example.com,Analytics Suite,Billing,Login problem,Resolved,Configuration fixed,Low,Phone,496,15.59,1
TKT01937,CUST01307,Customer 374,customer1258@example.com,Support Package,Account Access,Payment issue,In Progress,Password reset,High,Chat,572,6.01,4
TKT01938,CUST01051,Customer 529,customer1785@example.com,AI Platform,Technical Issue,Login problem,Open,Password reset,Medium,Email,293,108.42,3
TKT01939,CUST00816,Customer 1501,customer59@example.com,CRM License,Product Question,Payment issue,In Progress,Configuration fixed,High,Phone,509,38.16,2
TKT01940,CUST00476,Customer 1553,customer514@example.com,CRM License,Billing,Installation help,Resolved,Configuration fixed,High,Email,55,100.42,1
TKT01941,CUST01795,Customer 1349,customer1782@example.com,CRM License,Billing,Login problem,Open,Information provided,Low,Chat,42,53.75,5
TKT01942,CUST01990,Customer 367,customer1458@example.com,AI Platform,Product Question,Installation help,Open,Refund processed,Critical,Phone,425,110.5,5
TKT01943,CUST00130,Customer 430,customer716@example.com,Laptop,Product Question,Performance issue,In Progress,Information provided,Low,Email,582,58.12,3
TKT01944,CUST01870,Customer 1815,customer660@example.com,Support Package,Billing,Payment issue,Closed,Information provided,High,Phone,47,103.29,3
TKT01945,CUST01649,Customer 1801,customer1491@example.com,Laptop,Product Question,Performance issue,Open,Configuration fixed,Critical,Chat,90,80.77,4
TKT01946,CUST01748,Customer 801,customer16@example.com,AI Platform,Feature Request,Payment issue,Resolved,Password reset,Medium,Chat,584,32.31,1
TKT01947,CUST00881,Customer 1104,customer161@example.com,Analytics Suite,Technical Issue,Installation help,Resolved,Password reset,Medium,Email,574,69.4,2
TKT01948,CUST00803,Customer 111,customer1701@example.com,Analytics Suite,Product Question,Login problem,Resolved,Escalated,Critical,Web Form,273,32.53,4
TKT01949,CUST01226,Customer 1312,customer1506@example.com,Support Package,Product Question,Payment issue,In Progress,Password reset,Medium,Phone,27,24.39,4
TKT01950,CUST01458,Customer 200,customer1645@example.com,Analytics Suite,Billing,Performance issue,Closed,Escalated,High,Web Form,230,38.64,2
TKT01951,CUST01869,Customer 172,customer956@example.com,Analytics Suite,Product Question,Installation help,Resolved,Information provided,Low,Chat,404,35.95,3
TKT01952,CUST00522,Customer 1066,customer589@example.com,Analytics Suite,Account Access,Login problem,Closed,Refund processed,High,Chat,190,59.84,1
TKT01953,CUST01934,Customer 1700,customer786@example.com,Support Package,Feature Request,Performance issue,Resolved,Information provided,Low,Phone,199,76.63,4
TKT01954,CUST00780,Customer 1823,customer1545@example.com,AI Platform,Product Question,General enquiry,Resolved,Password reset,Critical,Chat,271,116.11,2
TKT01955,CUST01328,Customer 860,customer480@example.com,Support Package,Feature Request,Login problem,Resolved,Information provided,High,Web Form,272,56.57,5
TKT01956,CUST01610,Customer 1031,customer63@example.com,AI Platform,Account Access,General enquiry,Open,Information provided,Medium,Chat,469,91.44,2
TKT01957,CUST01308,Customer 1089,customer995@example.com,Cloud Subscription,Technical Issue,Payment issue,Open,Escalated,High,Email,300,59.18,1
